num_items,time(s),algorithm
13700,0.08854989999999674,quicksort-midpivot
13700,0.09004830000000652,quicksort-randpivot
13800,0.004604100000001665,builtin
13800,0.10272119999999774,mergesort-deques
13800,0.16203269999999748,mergesort-pointers
13800,0.08669839999999596,quicksort-midpivot
13800,0.09901759999999626,quicksort-randpivot
13900,0.004717300000002922,builtin
13900,0.09142029999999579,mergesort-deques
13900,0.14846210000000326,mergesort-pointers
13900,0.09516889999999734,quicksort-midpivot
13900,0.09597569999999678,quicksort-randpivot
14000,0.004830200000000673,builtin
14000,0.08879559999999742,mergesort-deques
14000,0.14943879999999865,mergesort-pointers
14000,0.09682480000000027,quicksort-midpivot
14000,0.09320840000000175,quicksort-randpivot
14100,0.00502519999999862,builtin
14100,0.09115170000000461,mergesort-deques
14100,0.1741189000000034,mergesort-pointers
14100,0.10580509999999776,quicksort-midpivot
14100,0.10677739999999858,quicksort-randpivot
14200,0.004739199999995947,builtin
14200,0.09285019999999378,mergesort-deques
14200,0.15626600000000224,mergesort-pointers
14200,0.10324470000000474,quicksort-midpivot
14200,0.09413139999999487,quicksort-randpivot
14300,0.004695099999999286,builtin
14300,0.09100049999999982,mergesort-deques
14300,0.1575411000000031,mergesort-pointers
14300,0.10137300000000238,quicksort-midpivot
14300,0.10416579999999698,quicksort-randpivot
14400,0.005039500000002306,builtin
14400,0.09096929999999759,mergesort-deques
14400,0.262124,mergesort-pointers
14400,0.13462390000000113,quicksort-midpivot
14400,0.14552219999999494,quicksort-randpivot
14500,0.0063025000000038744,builtin
14500,0.12757640000000237,mergesort-deques
14500,0.24485809999999475,mergesort-pointers
14500,0.18480579999999946,quicksort-midpivot
14500,0.1751593999999983,quicksort-randpivot
14600,0.007453599999998062,builtin
14600,0.12666669999999414,mergesort-deques
14600,0.2333759999999998,mergesort-pointers
14600,0.125897099999996,quicksort-midpivot
14600,0.1255203999999992,quicksort-randpivot
14700,0.0058415000000024975,builtin
14700,0.12713750000000346,mergesort-deques
14700,0.19591700000000145,mergesort-pointers
14700,0.23604570000000535,quicksort-midpivot
14700,0.2065953000000036,quicksort-randpivot
14800,0.006704499999997893,builtin
14800,0.12706000000000017,mergesort-deques
14800,0.25490589999999713,mergesort-pointers
14800,0.101296099999999,quicksort-midpivot
14800,0.11213120000000032,quicksort-randpivot
14900,0.0065674999999956185,builtin
14900,0.11815280000000428,mergesort-deques
14900,0.17307180000000244,mergesort-pointers
14900,0.11554089999999917,quicksort-midpivot
14900,0.11419110000000643,quicksort-randpivot
15000,0.006229400000002272,builtin
15000,0.10609170000000034,mergesort-deques
15000,0.18358159999999657,mergesort-pointers
15000,0.11546470000000397,quicksort-midpivot
15000,0.11766440000000244,quicksort-randpivot
15100,0.006901599999999064,builtin
15100,0.11532710000000179,mergesort-deques
15100,0.19214720000000085,mergesort-pointers
15100,0.12017430000000218,quicksort-midpivot
15100,0.12592049999999944,quicksort-randpivot
15200,0.006109600000002047,builtin
15200,0.14133230000000196,mergesort-deques
15200,0.2064218000000011,mergesort-pointers
15200,0.11299460000000039,quicksort-midpivot
15200,0.11572209999999927,quicksort-randpivot
15300,0.00594639999999913,builtin
15300,0.11255930000000092,mergesort-deques
15300,0.2748531000000014,mergesort-pointers
15300,0.21658399999999745,quicksort-midpivot
15300,0.16003329999999494,quicksort-randpivot
15400,0.007586199999998655,builtin
15400,0.1253503000000009,mergesort-deques
15400,0.208991300000001,mergesort-pointers
15400,0.15246059999999773,quicksort-midpivot
15400,0.13762969999999797,quicksort-randpivot
15500,0.008329899999999668,builtin
15500,0.128830200000003,mergesort-deques
15500,0.1924747999999994,mergesort-pointers
15500,0.12376009999999837,quicksort-midpivot
15500,0.13129349999999818,quicksort-randpivot
15600,0.009179299999999557,builtin
15600,0.12907870000000088,mergesort-deques
15600,0.18801179999999817,mergesort-pointers
15600,0.11674380000000184,quicksort-midpivot
15600,0.11889169999999893,quicksort-randpivot
15700,0.006276399999997295,builtin
15700,0.12348670000000084,mergesort-deques
15700,0.19086169999999925,mergesort-pointers
15700,0.12915809999999794,quicksort-midpivot
15700,0.12947070000000593,quicksort-randpivot
15800,0.00724800000000414,builtin
15800,0.13401989999999842,mergesort-deques
15800,0.2217429000000024,mergesort-pointers
15800,0.17814470000000426,quicksort-midpivot
15800,0.1619145999999958,quicksort-randpivot
15900,0.012267700000002435,builtin
15900,0.15786099999999692,mergesort-deques
15900,0.20859370000000155,mergesort-pointers
15900,0.11852620000000513,quicksort-midpivot
15900,0.12640209999999996,quicksort-randpivot
16000,0.008196700000006274,builtin
16000,0.1263520999999983,mergesort-deques
16000,0.1925410999999997,mergesort-pointers
16000,0.11952480000000065,quicksort-midpivot
16000,0.12082520000000585,quicksort-randpivot
16100,0.008160400000001289,builtin
16100,0.12683650000000313,mergesort-deques
16100,0.18988660000000124,mergesort-pointers
16100,0.12973359999999445,quicksort-midpivot
16100,0.1268109000000024,quicksort-randpivot
16200,0.006485500000003697,builtin
16200,0.1315208000000041,mergesort-deques
16200,0.19479849999999743,mergesort-pointers
16200,0.11576490000000206,quicksort-midpivot
16200,0.11888210000000043,quicksort-randpivot
16300,0.008032200000002376,builtin
16300,0.1380809000000056,mergesort-deques
16300,0.19355219999999917,mergesort-pointers
16300,0.1232393000000016,quicksort-midpivot
16300,0.12925230000000454,quicksort-randpivot
16400,0.007731399999997279,builtin
16400,0.1265168999999986,mergesort-deques
16400,0.19176660000000112,mergesort-pointers
16400,0.12532629999999756,quicksort-midpivot
16400,0.12902550000000446,quicksort-randpivot
16500,0.007314200000003268,builtin
16500,0.13581939999999548,mergesort-deques
16500,0.19576760000000348,mergesort-pointers
16500,0.14134469999999766,quicksort-midpivot
16500,0.1326414999999983,quicksort-randpivot
16600,0.007423299999999244,builtin
16600,0.1315185999999997,mergesort-deques
16600,0.19740979999999553,mergesort-pointers
16600,0.12335509999999772,quicksort-midpivot
16600,0.1352296000000024,quicksort-randpivot
16700,0.007323299999995925,builtin
16700,0.12797070000000588,mergesort-deques
16700,0.19675019999999677,mergesort-pointers
16700,0.13223949999999718,quicksort-midpivot
16700,0.13215529999999376,quicksort-randpivot
16800,0.00844680000000153,builtin
16800,0.12734280000000808,mergesort-deques
16800,0.21459429999998747,mergesort-pointers
16800,0.12617550000000222,quicksort-midpivot
16800,0.1315569999999866,quicksort-randpivot
16900,0.00755370000000255,builtin
16900,0.12314159999999674,mergesort-deques
16900,0.20076509999999814,mergesort-pointers
16900,0.12329169999999579,quicksort-midpivot
16900,0.1303668999999985,quicksort-randpivot
17000,0.007985300000001416,builtin
17000,0.14383130000000222,mergesort-deques
17000,0.21819380000000876,mergesort-pointers
17000,0.13941680000000645,quicksort-midpivot
17000,0.13058030000000542,quicksort-randpivot
17100,0.0071003999999987855,builtin
17100,0.13001250000000653,mergesort-deques
17100,0.22161359999999775,mergesort-pointers
17100,0.17125570000000323,quicksort-midpivot
17100,0.1453364999999991,quicksort-randpivot
17200,0.007149099999992359,builtin
17200,0.13574029999999482,mergesort-deques
17200,0.20993830000000457,mergesort-pointers
17200,0.13821949999999106,quicksort-midpivot
17200,0.14209130000000414,quicksort-randpivot
17300,0.009564299999993864,builtin
17300,0.14747299999999086,mergesort-deques
17300,0.22324749999999938,mergesort-pointers
17300,0.1365881999999914,quicksort-midpivot
17300,0.14598179999998706,quicksort-randpivot
17400,0.01041290000000572,builtin
17400,0.15815890000000365,mergesort-deques
17400,0.22846259999998608,mergesort-pointers
17400,0.1296246999999937,quicksort-midpivot
17400,0.1496118000000024,quicksort-randpivot
17500,0.009701699999993707,builtin
17500,0.13697479999999018,mergesort-deques
17500,0.22557719999998938,mergesort-pointers
17500,0.1370943000000011,quicksort-midpivot
17500,0.13206310000001054,quicksort-randpivot
17600,0.0076568000000065695,builtin
17600,0.13893910000000176,mergesort-deques
17600,0.22193390000001045,mergesort-pointers
17600,0.1232669000000044,quicksort-midpivot
17600,0.1294546999999966,quicksort-randpivot
17700,0.006324199999994562,builtin
17700,0.1421121999999997,mergesort-deques
17700,0.22580209999999568,mergesort-pointers
17700,0.13346169999999802,quicksort-midpivot
17700,0.13491430000000548,quicksort-randpivot
17800,0.007367299999998522,builtin
17800,0.12831150000000946,mergesort-deques
17800,0.21185509999999397,mergesort-pointers
17800,0.13191009999999892,quicksort-midpivot
17800,0.13382970000000682,quicksort-randpivot
17900,0.009092600000002449,builtin
17900,0.13564460000000622,mergesort-deques
17900,0.22391069999999047,mergesort-pointers
17900,0.12684349999999256,quicksort-midpivot
17900,0.1363240000000019,quicksort-randpivot
18000,0.008132400000008033,builtin
18000,0.136196599999991,mergesort-deques
18000,0.25282609999999295,mergesort-pointers
18000,0.13196109999999805,quicksort-midpivot
18000,0.13271720000000187,quicksort-randpivot
18100,0.008107200000011971,builtin
18100,0.14620510000000309,mergesort-deques
18100,0.23033190000001014,mergesort-pointers
18100,0.12950709999999788,quicksort-midpivot
18100,0.13738350000001276,quicksort-randpivot
18200,0.008298600000003375,builtin
18200,0.13432620000000384,mergesort-deques
18200,0.2134642000000042,mergesort-pointers
18200,0.14444509999999866,quicksort-midpivot
18200,0.151438799999994,quicksort-randpivot
18300,0.0069031999999964455,builtin
18300,0.13938519999999244,mergesort-deques
18300,0.22250290000000916,mergesort-pointers
18300,0.13497239999999522,quicksort-midpivot
18300,0.13207880000000216,quicksort-randpivot
18400,0.009152400000004945,builtin
18400,0.13557979999998793,mergesort-deques
18400,0.23598769999999547,mergesort-pointers
18400,0.15120039999999335,quicksort-midpivot
18400,0.140941600000005,quicksort-randpivot
18500,0.008448000000001343,builtin
18500,0.14570529999998882,mergesort-deques
18500,0.23823140000000365,mergesort-pointers
18500,0.15031700000000114,quicksort-midpivot
18500,0.1488297000000074,quicksort-randpivot
18600,0.008286100000006513,builtin
18600,0.15377669999999455,mergesort-deques
18600,0.2512159000000054,mergesort-pointers
18600,0.14233330000000421,quicksort-midpivot
18600,0.16138329999999712,quicksort-randpivot
18700,0.008475400000008904,builtin
18700,0.15694049999999038,mergesort-deques
18700,0.24210029999998994,mergesort-pointers
18700,0.1395311999999933,quicksort-midpivot
18700,0.14597159999999576,quicksort-randpivot
18800,0.008780800000010913,builtin
18800,0.15080639999999335,mergesort-deques
18800,0.2706334999999882,mergesort-pointers
18800,0.14679840000000866,quicksort-midpivot
18800,0.139837,quicksort-randpivot
18900,0.008814899999990189,builtin
18900,0.14652399999999943,mergesort-deques
18900,0.2443481000000105,mergesort-pointers
18900,0.13737199999999916,quicksort-midpivot
18900,0.14611360000000673,quicksort-randpivot
19000,0.008644899999993072,builtin
19000,0.1578118000000046,mergesort-deques
19000,0.23821499999999673,mergesort-pointers
19000,0.1468311,quicksort-midpivot
19000,0.14758460000000184,quicksort-randpivot
19100,0.008939600000005044,builtin
19100,0.16083360000000368,mergesort-deques
19100,0.22116989999999248,mergesort-pointers
19100,0.14702710000000252,quicksort-midpivot
19100,0.1442198000000019,quicksort-randpivot
19200,0.008829099999999812,builtin
19200,0.1574559000000022,mergesort-deques
19200,0.23114320000000532,mergesort-pointers
19200,0.1451514999999972,quicksort-midpivot
19200,0.15416310000000522,quicksort-randpivot
19300,0.008714800000007017,builtin
19300,0.1484615999999903,mergesort-deques
19300,0.26375110000000745,mergesort-pointers
19300,0.1644305000000088,quicksort-midpivot
19300,0.1474719999999934,quicksort-randpivot
19400,0.008325600000006261,builtin
19400,0.14961230000000114,mergesort-deques
19400,0.2311109999999985,mergesort-pointers
19400,0.14422500000000582,quicksort-midpivot
19400,0.16039010000000076,quicksort-randpivot
19500,0.009353600000011397,builtin
19500,0.13707570000001112,mergesort-deques
19500,0.22445930000000658,mergesort-pointers
19500,0.14858470000000068,quicksort-midpivot
19500,0.1452854000000059,quicksort-randpivot
19600,0.008570400000010636,builtin
19600,0.15822819999999638,mergesort-deques
19600,0.24535520000000588,mergesort-pointers
19600,0.1499816999999979,quicksort-midpivot
19600,0.1540924999999902,quicksort-randpivot
19700,0.008939200000000369,builtin
19700,0.14622700000001032,mergesort-deques
19700,0.24858170000000257,mergesort-pointers
19700,0.14886260000000107,quicksort-midpivot
19700,0.14098470000000418,quicksort-randpivot
19800,0.009032899999994015,builtin
19800,0.15333739999999807,mergesort-deques
19800,0.24903550000000507,mergesort-pointers
19800,0.1875548000000009,quicksort-midpivot
19800,0.17680990000000918,quicksort-randpivot
19900,0.009584399999994275,builtin
19900,0.17860089999999218,mergesort-deques
19900,0.25539220000000284,mergesort-pointers
19900,0.172083200000003,quicksort-midpivot
19900,0.24640329999999722,quicksort-randpivot
20000,0.010964700000002381,builtin
20000,0.19599110000000053,mergesort-deques
20000,0.2832336999999967,mergesort-pointers
20000,0.1451946000000106,quicksort-midpivot
20000,0.15086469999999963,quicksort-randpivot
20100,0.009944200000006731,builtin
20100,0.13884369999999535,mergesort-deques
20100,0.23862390000000744,mergesort-pointers
20100,0.14414069999999413,quicksort-midpivot
20100,0.14857569999999498,quicksort-randpivot
20200,0.009271000000012464,builtin
20200,0.1584229999999991,mergesort-deques
20200,0.2547926999999959,mergesort-pointers
20200,0.15594360000000052,quicksort-midpivot
20200,0.17788299999999424,quicksort-randpivot
20300,0.010062699999991764,builtin
20300,0.1589442999999875,mergesort-deques
20300,0.2730186999999944,mergesort-pointers
20300,0.1485884000000084,quicksort-midpivot
20300,0.14802790000000243,quicksort-randpivot
20400,0.00864710000000457,builtin
20400,0.1620915000000025,mergesort-deques
20400,0.2507384999999971,mergesort-pointers
20400,0.15805100000000039,quicksort-midpivot
20400,0.1627550000000042,quicksort-randpivot
20500,0.00924550000000579,builtin
20500,0.14791290000000856,mergesort-deques
20500,0.24234500000000025,mergesort-pointers
20500,0.15620749999999362,quicksort-midpivot
20500,0.16609429999999747,quicksort-randpivot
20600,0.009005299999998329,builtin
20600,0.15604530000000238,mergesort-deques
20600,0.2522137999999927,mergesort-pointers
20600,0.14696109999999862,quicksort-midpivot
20600,0.16538970000000575,quicksort-randpivot
20700,0.009520799999990004,builtin
20700,0.14654569999999012,mergesort-deques
20700,0.25089470000000347,mergesort-pointers
20700,0.15268299999999613,quicksort-midpivot
20700,0.15316899999999123,quicksort-randpivot
20800,0.009530999999995515,builtin
20800,0.15327539999999829,mergesort-deques
20800,0.28576590000000124,mergesort-pointers
20800,0.15943040000000508,quicksort-midpivot
20800,0.15721699999998862,quicksort-randpivot
20900,0.009700000000009368,builtin
20900,0.16150399999999365,mergesort-deques
20900,0.2625598999999994,mergesort-pointers
20900,0.16142880000001014,quicksort-midpivot
20900,0.15347959999999716,quicksort-randpivot
21000,0.008982000000003154,builtin
21000,0.1534469999999999,mergesort-deques
21000,0.25469489999998984,mergesort-pointers
21000,0.15636530000000448,quicksort-midpivot
21000,0.15893310000001293,quicksort-randpivot
21100,0.014852899999993951,builtin
21100,0.18557069999999953,mergesort-deques
21100,0.30894690000000935,mergesort-pointers
21100,0.1642470999999972,quicksort-midpivot
21100,0.16722350000000574,quicksort-randpivot
21200,0.010218999999992207,builtin
21200,0.16466760000000136,mergesort-deques
21200,0.26492980000000443,mergesort-pointers
21200,0.16899229999999932,quicksort-midpivot
21200,0.15633090000000038,quicksort-randpivot
21300,0.009337099999996212,builtin
21300,0.1843937000000011,mergesort-deques
21300,0.2766781999999921,mergesort-pointers
21300,0.15415959999999984,quicksort-midpivot
21300,0.155944599999998,quicksort-randpivot
21400,0.009499400000009928,builtin
21400,0.15299650000000042,mergesort-deques
21400,0.26561460000000636,mergesort-pointers
21400,0.15742939999999805,quicksort-midpivot
21400,0.15486059999999213,quicksort-randpivot
21500,0.008525199999994015,builtin
21500,0.16024370000000943,mergesort-deques
21500,0.2592415000000017,mergesort-pointers
21500,0.16748769999999524,quicksort-midpivot
21500,0.15282910000000527,quicksort-randpivot
21600,0.008589599999993425,builtin
21600,0.15420759999999234,mergesort-deques
21600,0.30474089999999876,mergesort-pointers
21600,0.16440159999999082,quicksort-midpivot
21600,0.1690294999999935,quicksort-randpivot
21700,0.011151599999990935,builtin
21700,0.17571799999998916,mergesort-deques
21700,0.26317740000000356,mergesort-pointers
21700,0.16193419999999037,quicksort-midpivot
21700,0.1624604000000005,quicksort-randpivot
21800,0.009591799999995487,builtin
21800,0.1741925999999978,mergesort-deques
21800,0.25023060000000896,mergesort-pointers
21800,0.17907579999999257,quicksort-midpivot
21800,0.16627059999999005,quicksort-randpivot
21900,0.01061520000000371,builtin
21900,0.16164580000000228,mergesort-deques
21900,0.2798549000000037,mergesort-pointers
21900,0.16115800000000036,quicksort-midpivot
21900,0.15924779999998862,quicksort-randpivot
22000,0.010252399999998829,builtin
22000,0.16537600000000907,mergesort-deques
22000,0.26117700000000355,mergesort-pointers
22000,0.17164120000001049,quicksort-midpivot
22000,0.1607027999999957,quicksort-randpivot
22100,0.00976449999998863,builtin
22100,0.1519399999999962,mergesort-deques
22100,0.2613618000000031,mergesort-pointers
22100,0.16803559999999607,quicksort-midpivot
22100,0.15109160000000088,quicksort-randpivot
22200,0.009069300000007274,builtin
22200,0.16678949999999304,mergesort-deques
22200,0.2776566999999943,mergesort-pointers
22200,0.17355489999999918,quicksort-midpivot
22200,0.2007612000000023,quicksort-randpivot
22300,0.00966249999999036,builtin
22300,0.17158049999999037,mergesort-deques
22300,0.2671600999999981,mergesort-pointers
22300,0.17107870000000958,quicksort-midpivot
22300,0.17443870000001027,quicksort-randpivot
22400,0.012462400000003981,builtin
22400,0.16630250000000046,mergesort-deques
22400,0.2677300999999943,mergesort-pointers
22400,0.16611410000000149,quicksort-midpivot
22400,0.16891849999998954,quicksort-randpivot
22500,0.010851799999997525,builtin
22500,0.2092499000000032,mergesort-deques
22500,0.4267001999999991,mergesort-pointers
22500,0.1872290000000021,quicksort-midpivot
22500,0.20587989999999934,quicksort-randpivot
22600,0.012835100000003763,builtin
22600,0.20604919999999538,mergesort-deques
22600,0.31945530000000133,mergesort-pointers
22600,0.25439480000000003,quicksort-midpivot
22600,0.2384105999999946,quicksort-randpivot
22700,0.010725700000008942,builtin
22700,0.2200583999999992,mergesort-deques
22700,0.3424121999999983,mergesort-pointers
22700,0.2827610000000078,quicksort-midpivot
22700,0.182617900000011,quicksort-randpivot
22800,0.012221400000001381,builtin
22800,0.27747730000000104,mergesort-deques
22800,1.1335485000000034,mergesort-pointers
22800,0.5372871000000004,quicksort-midpivot
22800,0.33576819999998975,quicksort-randpivot
22900,0.009945900000005281,builtin
22900,0.18733410000000106,mergesort-deques
22900,0.4188405999999958,mergesort-pointers
22900,0.2116453000000007,quicksort-midpivot
22900,0.19946910000000173,quicksort-randpivot
23000,0.01578940000000273,builtin
23000,0.1835160999999914,mergesort-deques
23000,0.3002850999999964,mergesort-pointers
23000,0.19017250000000274,quicksort-midpivot
23000,0.19232039999999984,quicksort-randpivot
23100,0.00968960000000152,builtin
23100,0.18985209999999597,mergesort-deques
23100,0.30019699999999716,mergesort-pointers
23100,0.17623399999999378,quicksort-midpivot
23100,0.19328269999999748,quicksort-randpivot
23200,0.010110399999987862,builtin
23200,0.18065540000000624,mergesort-deques
23200,0.28324189999999305,mergesort-pointers
23200,0.1790466000000066,quicksort-midpivot
23200,0.17394860000000278,quicksort-randpivot
23300,0.01200269999999648,builtin
23300,0.6335361000000006,mergesort-deques
23300,0.8025173000000052,mergesort-pointers
23300,0.22685570000000155,quicksort-midpivot
23300,0.191897400000002,quicksort-randpivot
23400,0.008877800000007596,builtin
23400,0.1808290000000028,mergesort-deques
23400,0.6728406999999947,mergesort-pointers
23400,0.49029399999999157,quicksort-midpivot
23400,0.34870039999999847,quicksort-randpivot
23500,0.02539260000000354,builtin
23500,0.24928299999999126,mergesort-deques
23500,0.3239787999999919,mergesort-pointers
23500,0.17148069999998938,quicksort-midpivot
23500,0.18532549999999048,quicksort-randpivot
23600,0.010465199999998731,builtin
23600,0.17673440000000085,mergesort-deques
23600,0.29816619999999716,mergesort-pointers
23600,0.17777870000000462,quicksort-midpivot
23600,0.18667929999999444,quicksort-randpivot
23700,0.010702100000003156,builtin
23700,0.16152169999999444,mergesort-deques
23700,0.3066398999999933,mergesort-pointers
23700,0.20944959999999924,quicksort-midpivot
23700,0.1800242000000054,quicksort-randpivot
23800,0.009230100000010566,builtin
23800,0.1649489999999929,mergesort-deques
23800,0.2731689999999958,mergesort-pointers
23800,0.20715169999999716,quicksort-midpivot
23800,0.17174629999999524,quicksort-randpivot
23900,0.010084200000008536,builtin
23900,0.17061289999999474,mergesort-deques
23900,0.2693938999999972,mergesort-pointers
23900,0.1782386999999943,quicksort-midpivot
23900,0.21985270000000412,quicksort-randpivot
24000,0.010393499999992173,builtin
24000,0.1810401999999982,mergesort-deques
24000,0.3147377000000091,mergesort-pointers
24000,0.17568889999999726,quicksort-midpivot
24000,0.17807769999998868,quicksort-randpivot
24100,0.009579500000000962,builtin
24100,0.183811100000014,mergesort-deques
24100,0.30249879999999507,mergesort-pointers
24100,0.17569169999998735,quicksort-midpivot
24100,0.19321010000001593,quicksort-randpivot
24200,0.010440200000005007,builtin
24200,0.16810059999997407,mergesort-deques
24200,0.3001493999999809,mergesort-pointers
24200,0.1713531000000046,quicksort-midpivot
24200,0.1992242000000033,quicksort-randpivot
24300,0.009148799999991297,builtin
24300,0.17970379999999864,mergesort-deques
24300,0.29589719999998465,mergesort-pointers
24300,0.1805426999999895,quicksort-midpivot
24300,0.20020350000001486,quicksort-randpivot
24400,0.01023600000002034,builtin
24400,0.1957230000000152,mergesort-deques
24400,0.28551299999998037,mergesort-pointers
24400,0.18229869999998982,quicksort-midpivot
24400,0.18063329999998246,quicksort-randpivot
24500,0.01024849999998878,builtin
24500,0.1746407999999917,mergesort-deques
24500,0.281018400000022,mergesort-pointers
24500,0.18024710000000255,quicksort-midpivot
24500,0.1754820999999822,quicksort-randpivot
24600,0.0097851000000162,builtin
24600,0.17770190000001662,mergesort-deques
24600,0.2945118000000093,mergesort-pointers
24600,0.17464510000002065,quicksort-midpivot
24600,0.1829281999999921,quicksort-randpivot
24700,0.00965260000000967,builtin
24700,0.1795144000000164,mergesort-deques
24700,0.2941142999999897,mergesort-pointers
24700,0.18223610000001145,quicksort-midpivot
24700,0.18610400000000027,quicksort-randpivot
24800,0.01040979999999081,builtin
24800,0.18476019999999949,mergesort-deques
24800,0.3513674000000151,mergesort-pointers
24800,0.26903219999999806,quicksort-midpivot
24800,0.20549610000000484,quicksort-randpivot
24900,0.009856500000012147,builtin
24900,0.18307139999998867,mergesort-deques
24900,0.2877657999999883,mergesort-pointers
24900,0.1882338000000061,quicksort-midpivot
24900,0.22904479999999694,quicksort-randpivot
25000,0.014627200000006724,builtin
25000,0.1999272999999846,mergesort-deques
25000,0.30772340000001464,mergesort-pointers
25000,0.17378429999999412,quicksort-midpivot
25000,0.17957009999997808,quicksort-randpivot
25100,0.009410900000005995,builtin
25100,0.17019619999999236,mergesort-deques
25100,0.34206159999999386,mergesort-pointers
25100,0.1946061999999813,quicksort-midpivot
25100,0.18514630000001375,quicksort-randpivot
25200,0.009702800000013667,builtin
25200,0.18158869999999183,mergesort-deques
25200,0.4380922999999939,mergesort-pointers
25200,0.20149580000000356,quicksort-midpivot
25200,0.19159580000001597,quicksort-randpivot
25300,0.009726799999981495,builtin
25300,0.19511280000000397,mergesort-deques
25300,0.312185100000022,mergesort-pointers
25300,0.18448649999999134,quicksort-midpivot
25300,0.17942809999999554,quicksort-randpivot
25400,0.009590699999989738,builtin
25400,0.18907930000000306,mergesort-deques
25400,0.2897420999999838,mergesort-pointers
25400,0.19880509999998708,quicksort-midpivot
25400,0.20617359999999962,quicksort-randpivot
25500,0.011935099999988097,builtin
25500,0.18901089999999954,mergesort-deques
25500,0.3251096000000189,mergesort-pointers
25500,0.1848517999999899,quicksort-midpivot
25500,0.20396740000001046,quicksort-randpivot
25600,0.010962900000009768,builtin
25600,0.1884798000000103,mergesort-deques
25600,0.32764099999999985,mergesort-pointers
25600,0.19875659999999584,quicksort-midpivot
25600,0.26594240000000013,quicksort-randpivot
25700,0.010831999999993513,builtin
25700,0.18912299999999505,mergesort-deques
25700,0.32603000000000293,mergesort-pointers
25700,0.18977290000000835,quicksort-midpivot
25700,0.18952809999998976,quicksort-randpivot
25800,0.013678800000008096,builtin
25800,0.18807909999998174,mergesort-deques
25800,0.30594630000001644,mergesort-pointers
25800,0.1850768000000187,quicksort-midpivot
25800,0.19226580000000126,quicksort-randpivot
25900,0.010910300000006146,builtin
25900,0.19865930000000276,mergesort-deques
25900,0.31102009999997904,mergesort-pointers
25900,0.19489939999999706,quicksort-midpivot
25900,0.18768670000000043,quicksort-randpivot
26000,0.011316800000003013,builtin
26000,0.186522100000019,mergesort-deques
26000,0.32557210000001646,mergesort-pointers
26000,0.18652439999999615,quicksort-midpivot
26000,0.2593979000000104,quicksort-randpivot
26100,0.012270900000004303,builtin
26100,0.18728569999998967,mergesort-deques
26100,0.30845650000000546,mergesort-pointers
26100,0.1976994999999988,quicksort-midpivot
26100,0.20234030000000303,quicksort-randpivot
26200,0.011158300000005283,builtin
26200,0.20030360000001224,mergesort-deques
26200,0.41758089999999015,mergesort-pointers
26200,0.2260689999999954,quicksort-midpivot
26200,0.28588819999998805,quicksort-randpivot
26300,0.011792800000023362,builtin
26300,0.1872392000000218,mergesort-deques
26300,0.32174900000001116,mergesort-pointers
26300,0.19301390000001106,quicksort-midpivot
26300,0.19966929999998229,quicksort-randpivot
26400,0.014490799999975934,builtin
26400,0.191808199999997,mergesort-deques
26400,0.3119330999999761,mergesort-pointers
26400,0.2013518999999917,quicksort-midpivot
26400,0.1947684999999808,quicksort-randpivot
26500,0.011308700000000727,builtin
26500,0.2641744000000017,mergesort-deques
26500,0.30485239999998726,mergesort-pointers
26500,0.21457429999998112,quicksort-midpivot
26500,0.3012329999999963,quicksort-randpivot
26600,0.011447099999998045,builtin
26600,0.20411210000000324,mergesort-deques
26600,0.33648459999997726,mergesort-pointers
26600,0.20583669999999188,quicksort-midpivot
26600,0.18981039999999894,quicksort-randpivot
26700,0.012323100000003251,builtin
26700,0.2022916999999893,mergesort-deques
26700,0.3342277000000138,mergesort-pointers
26700,0.2119299999999953,quicksort-midpivot
26700,0.21039940000000001,quicksort-randpivot
26800,0.011760600000002341,builtin
26800,0.21359849999998914,mergesort-deques
26800,0.3347770999999966,mergesort-pointers
26800,0.20183609999997998,quicksort-midpivot
26800,0.19715110000001346,quicksort-randpivot
26900,0.01134949999999435,builtin
26900,0.18228650000000357,mergesort-deques
26900,0.32222170000000006,mergesort-pointers
26900,0.19860850000000596,quicksort-midpivot
26900,0.20306999999999675,quicksort-randpivot
27000,0.011220400000013342,builtin
27000,0.18749329999999986,mergesort-deques
27000,0.39625140000001124,mergesort-pointers
27000,0.22129939999999237,quicksort-midpivot
27000,0.20097260000000006,quicksort-randpivot
27100,0.010700000000014143,builtin
27100,0.21587220000000684,mergesort-deques
27100,0.42022009999999455,mergesort-pointers
27100,0.20906139999999596,quicksort-midpivot
27100,0.21667619999999488,quicksort-randpivot
27200,0.010354300000017247,builtin
27200,0.19777249999998503,mergesort-deques
27200,0.3210190000000068,mergesort-pointers
27200,0.20777499999999804,quicksort-midpivot
27200,0.20613899999997898,quicksort-randpivot
27300,0.010933700000009594,builtin
27300,0.19810000000001082,mergesort-deques
27300,0.3509147999999982,mergesort-pointers
27300,0.24818339999998784,quicksort-midpivot
27300,0.2152452999999923,quicksort-randpivot
27400,0.010893200000026582,builtin
27400,0.19421389999999406,mergesort-deques
27400,0.3417786999999919,mergesort-pointers
27400,0.19520019999998794,quicksort-midpivot
27400,0.20846600000001558,quicksort-randpivot
27500,0.011720599999989645,builtin
27500,0.2327201999999886,mergesort-deques
27500,0.4049765000000036,mergesort-pointers
27500,0.21161419999998543,quicksort-midpivot
27500,0.2082262000000128,quicksort-randpivot
27600,0.014733199999994895,builtin
